Category	Chromosome	Loci Start	Loci End	Gene ID	Gene Symbol	Strand	Distance to TSS	Description	Conservation Score	Fractional Overlaping
Exon/CD	chr2r	011981919	011982976	FBtr0088047	CG33145-RA	-	+0509	NA	NA	NA
Upstream	chr2r	011983359	011987525	FBtr0088046	RnrS-RA	-	-0049	NA	NA	NA
Upstream	chr2r	011987586	011990310	FBtr0088045	rho-7-RA	-	-0161	NA	NA	NA
5'UTR	chr2r	012018218	012019754	FBtr0088028	otk-RA	-	+0860	NA	NA	NA
Exon/CD	chr2r	012024050	012025231	FBtr0088027	otk2-RA	-	+0632	NA	NA	NA
Intron	chr2r	012026523	012027851	FBtr0088025	Mppe-RB	-	+0520	NA	NA	NA
Exon/CD	chr2r	012027979	012029211	FBtr0087974	pds5-RA	+	+0610	NA	NA	NA
Intron	chr2r	012033580	012036064	FBtr0344873	CG8321-RB	+	+0611	NA	NA	NA
Exon/CD	chr2r	012036691	012040334	FBtr0087976	128up-RA	+	+1214	NA	NA	NA
Intron	chr2r	012044577	012045695	FBtr0330629	Drep1-RB	+	+0524	NA	NA	NA
Intron	chr2r	012079044	012079269	FBtr0088022	CG8888-RA	-	+0387	NA	NA	NA
3'UTR	chr2r	012138708	012139636	FBtr0087982	CG18343-RA	+	+0385	NA	NA	NA
Intron	chr2r	012140588	012141842	FBtr0087983	CG8378-RA	+	+0584	NA	NA	NA
Intron	chr2r	012145661	012146861	FBtr0087984	Hen1-RA	+	+0551	NA	NA	NA
Intron	chr2r	012149083	012151020	FBtr0087984	Hen1-RA	+	+4341	NA	NA	NA
Upstream	chr2r	012161711	012163051	FBtr0309784	scaRNA	-	-1078	NA	NA	NA
Exon/CD	chr2r	012165001	012165927	FBtr0112426	CG34232-RB	-	+0275	NA	NA	NA
Intron	chr2r	012167023	012169743	FBtr0088015	Oda-RB	-	+0105	NA	NA	NA
Upstream	chr2r	012169902	012174226	FBtr0304285	mir-281-1-RM	-	-1602	NA	NA	NA
Exon/CD	chr2r	012174426	012184999	FBtr0345473	CR45264-RA	+	+0698	NA	NA	NA
Intron	chr2r	012185750	012186253	FBtr0087992	Cyp6g1-RA	+	+0334	NA	NA	NA
Exon/CD	chr2r	012186664	012187049	FBtr0087992	Cyp6g1-RA	+	+1189	NA	NA	NA
Exon/CD	chr2r	012197293	012198871	FBtr0088008	CG8858-RA	-	+0772	NA	NA	NA
Exon/CD	chr2r	012199122	012200833	FBtr0088007	RpS11-RC	-	+0838	NA	NA	NA
Intron	chr2r	012227653	012228319	FBtr0331944	CG8854-RC	-	+1324	NA	NA	NA
Intron	chr2r	012228590	012229226	FBtr0331944	CG8854-RC	-	+0402	NA	NA	NA
Upstream	chr2r	012258975	012259241	FBtr0088001	Cam-RA	+	-0290	NA	NA	NA
Intron	chr2r	012259366	012261371	FBtr0345018	Cam-RE	+	+0336	NA	NA	NA
Intron	chr2r	012261700	012262639	FBtr0345018	Cam-RE	+	+2137	NA	NA	NA
Intron	chr2r	012262786	012263805	FBtr0345018	Cam-RE	+	+3263	NA	NA	NA
Intron	chr2r	012263913	012264173	FBtr0345018	Cam-RE	+	+4011	NA	NA	NA
Exon/CD	chr2r	012314206	012314421	FBtr0339627	CG30046-RC	+	+0196	NA	NA	NA
Exon/CD	chr2r	012314696	012314907	FBtr0339627	CG30046-RC	+	+0684	NA	NA	NA
Exon/CD	chr2r	012321181	012322368	FBtr0339628	CG13163-RB	+	+0536	NA	NA	NA
Exon/CD	chr2r	012323515	012323819	FBtr0087966	CG8841-RB	-	+2448	NA	NA	NA
5'UTR	chr2r	012324421	012328079	FBtr0087964	CG8841-RC	-	+0008	NA	NA	NA
Exon/CD	chr2r	012335194	012336184	FBtr0301195	CG8490-RB	+	+0373	NA	NA	NA
5'UTR	chr2r	012337776	012338997	FBtr0301874	Den1-RC	+	+0086	NA	NA	NA
Intron	chr2r	012342262	012342473	FBtr0087957	CG8839-RA	-	+2250	NA	NA	NA
Intron	chr2r	012342548	012346419	FBtr0087957	CG8839-RA	-	+0134	NA	NA	NA
Exon/CD	chr2r	012383786	012384426	FBtr0339629	CG8501-RB	+	+0214	NA	NA	NA
Downstream	chr2r	012412515	012412770	FBtr0091604	CG33627-RA	+	+1631	NA	NA	NA
Exon/CD	chr2r	012423520	012425019	FBtr0303222	CG8520-RB	+	+0708	NA	NA	NA
3'UTR	chr2r	012425096	012425431	FBtr0303222	CG8520-RB	+	+1702	NA	NA	NA
Exon/CD	chr2r	012425513	012426706	FBtr0346630	CG8525-RD	+	+0517	NA	NA	NA
Exon/CD	chr2r	012429619	012431136	FBtr0087952	Nup54-RA	-	+0722	NA	NA	NA
5'UTR	chr2r	012434074	012437025	FBtr0087950	DUBAI-RB	-	+1028	NA	NA	NA
Intron	chr2r	012437116	012439447	FBtr0100298	Dyb-RD	+	+0936	NA	NA	NA
Intron	chr2r	012453336	012454965	FBtr0087933	Lac-RA	+	+0960	NA	NA	NA
Intron	chr2r	012455045	012455602	FBtr0087933	Lac-RA	+	+2133	NA	NA	NA
Intron	chr2r	012467033	012468159	FBtr0339638	dgt5-RB	-	+0556	NA	NA	NA
Exon/CD	chr2r	012468588	012469925	FBtr0087934	CG8545-RA	+	+0605	NA	NA	NA
Intron	chr2r	012474440	012475863	FBtr0087936	Dh44-R2-RA	+	+0727	NA	NA	NA
Intron	chr2r	012513888	012515201	FBtr0087943	achi-RA	-	+0518	NA	NA	NA
Intron	chr2r	012515252	012520400	FBtr0087941	CG8818-RA	-	+1086	NA	NA	NA
Intron	chr2r	012529032	012530659	FBtr0339649	fra-RC	+	+0792	NA	NA	NA
Exon/CD	chr2r	012566410	012566665	FBtr0087824	Cyp301a1-RA	+	+0352	NA	NA	NA
Exon/CD	chr2r	012568678	012569863	FBtr0087891	Ak6-RA	-	+0577	NA	NA	NA
Exon/CD	chr2r	012571485	012571823	FBtr0087825	stil-RA	+	+1287	NA	NA	NA
Exon/CD	chr2r	012571987	012573192	FBtr0087826	ClC-b-RA	+	+0521	NA	NA	NA
Intron	chr2r	012585596	012595195	FBtr0087890	Sin3A-RB	-	+2522	NA	NA	NA
5'UTR	chr2r	012612568	012615241	FBtr0087829	Galphaq-RA	+	+1164	NA	NA	NA
Exon/CD	chr2r	012631206	012632481	FBtr0333103	muskelin-RC	-	+0438	NA	NA	NA
Exon/CD	chr2r	012633534	012636549	FBtr0333102	CG33671-RB	-	+0641	NA	NA	NA
Exon/CD	chr2r	012636627	012638368	FBtr0087843	Iswi-RC	+	+0826	NA	NA	NA
Upstream	chr2r	012651436	012654030	FBtr0087844	ZnT49B-RB	+	-0072	NA	NA	NA
Intron	chr2r	012664956	012665728	FBtr0302151	nemy-RG	-	+0457	NA	NA	NA
Intron	chr2r	012677768	012678275	FBtr0302978	CG42708-RH	-	+1572	NA	NA	NA
Intron	chr2r	012678521	012679564	FBtr0302978	CG42708-RH	-	+0551	NA	NA	NA
Exon/CD	chr2r	012685077	012686234	FBtr0306684	CG8771-RC	-	+0524	NA	NA	NA
Exon/CD	chr2r	012691804	012692736	FBtr0087871	CG8768-RA	-	+0420	NA	NA	NA
5'UTR	chr2r	012705182	012706073	FBtr0302645	CG42663-RB	+	+0455	NA	NA	NA
5'UTR	chr2r	012754377	012760835	FBtr0087853	Dgkepsilon-RA	+	+0060	NA	NA	NA
Exon/CD	chr2r	012780606	012781904	FBtr0087856	sca-RB	+	+0714	NA	NA	NA
Exon/CD	chr2r	012842100	012842319	FBtr0087820	Cyp9h1-RA	-	+0349	NA	NA	NA
Intron	chr2r	012849931	012850185	FBtr0306581	CG17574-RG	-	+0890	NA	NA	NA
Intron	chr2r	012868657	012869511	FBtr0331979	CG17574-RJ	-	+0339	NA	NA	NA
Downstream	chr2r	012870208	012873504	FBtr0087782	bic-RA	+	+1607	NA	NA	NA
Exon/CD	chr2r	012875379	012875708	FBtr0309293	CR43468-RA	+	+0379	NA	NA	NA
Exon/CD	chr2r	012875862	012876383	FBtr0309293	CR43468-RA	+	+0958	NA	NA	NA
5'UTR	chr2r	012876682	012877361	FBtr0332882	Aats-asp-RB	+	+0017	NA	NA	NA
Intron	chr2r	012877455	012882353	FBtr0309295	Nmda1-RH	-	+0326	NA	NA	NA
Upstream	chr2r	012883791	012885132	FBtr0087785	vg-RA	+	-0171	NA	NA	NA
Upstream	chr2r	012903681	012904448	FBtr0340521	CR44461-RA	+	-2331	NA	NA	NA
Upstream	chr2r	012904600	012905352	FBtr0340521	CR44461-RA	+	-1419	NA	NA	NA
Intron	chr2r	012916155	012919528	FBtr0087786	NAT1-RA	+	+1847	NA	NA	NA
5'UTR	chr2r	012919642	012920012	FBtr0087787	NAT1-RB	+	+1969	NA	NA	NA
Exon/CD	chr2r	012920191	012920498	FBtr0087787	NAT1-RB	+	+2486	NA	NA	NA
Intron	chr2r	012923690	012925055	FBtr0087788	CG13319-RA	+	+0468	NA	NA	NA
Intron	chr2r	012925919	012926349	FBtr0331985	sug-RB	+	+1567	NA	NA	NA
Intron	chr2r	012926744	012927215	FBtr0331985	sug-RB	+	+2412	NA	NA	NA
Exon/CD	chr2r	012928903	012929480	FBtr0087789	sug-RA	+	+0331	NA	NA	NA
Exon/CD	chr2r	012929542	012930567	FBtr0087789	sug-RA	+	+1194	NA	NA	NA
Exon/CD	chr2r	012932603	012934359	FBtr0087806	CG17019-RA	-	+0564	NA	NA	NA
Exon/CD	chr2r	012935162	012936505	FBtr0087803	CG13322-RC	-	+0702	NA	NA	NA
Intron	chr2r	012936812	012938098	FBtr0087791	Sans-RB	+	+0564	NA	NA	NA
Intron	chr2r	012945306	012946270	FBtr0087801	Mdr49-RA	-	+0559	NA	NA	NA
Upstream	chr2r	012946712	012947017	FBtr0087801	Mdr49-RA	-	-0517	NA	NA	NA
Intron	chr2r	012950807	012951263	FBtr0339106	CG44251-RA	-	+1258	NA	NA	NA
Intron	chr2r	012951734	012952053	FBtr0339106	CG44251-RA	-	+0400	NA	NA	NA
Exon/CD	chr2r	012953781	012954184	FBtr0087792	CG13321-RA	+	+0429	NA	NA	NA
Intron	chr2r	012978818	012980673	FBtr0345375	Psc-RC	-	+1249	NA	NA	NA
Upstream	chr2r	012981077	012981744	FBtr0087798	Psc-RA	-	-0416	NA	NA	NA
Upstream	chr2r	012984331	012984758	FBtr0339737	CR44339-RA	+	-0823	NA	NA	NA
Upstream	chr2r	012984926	012985694	FBtr0339737	CR44339-RA	+	-0057	NA	NA	NA
Downstream	chr2r	012986078	012986293	FBtr0339737	CR44339-RA	+	+0818	NA	NA	NA
Upstream	chr2r	012990420	012991090	FBtr0091802	CG33798-RA	+	-3142	NA	NA	NA
Upstream	chr2r	012991975	012992545	FBtr0091802	CG33798-RA	+	-1637	NA	NA	NA
Upstream	chr2r	012995462	012996249	FBtr0330613	Su(z)2-RC	+	-0646	NA	NA	NA
Intron	chr2r	012996600	012998270	FBtr0087793	Su(z)2-RA	+	+0312	NA	NA	NA
Intron	chr2r	012998326	012998623	FBtr0087793	Su(z)2-RA	+	+1351	NA	NA	NA
3'UTR	chr2r	013005663	013006061	FBtr0087793	Su(z)2-RA	+	+8739	NA	NA	NA
3'UTR	chr2r	013006486	013006722	FBtr0087793	Su(z)2-RA	+	+9481	NA	NA	NA
Exon/CD	chr2r	013133108	013134476	FBtr0301325	Cap-G-RG	+	+0650	NA	NA	NA
Intron	chr2r	013150906	013152714	FBtr0330329	Ack-like-RA	-	+0867	NA	NA	NA
Exon/CD	chr2r	013156207	013156547	FBtr0339755	TppII-RE	-	+1920	NA	NA	NA
Exon/CD	chr2r	013156792	013158395	FBtr0339755	TppII-RE	-	+0704	NA	NA	NA
Intron	chr2r	013158643	013160621	FBtr0112741	ND-MWFE-RB	+	+0966	NA	NA	NA
Intron	chr2r	013166485	013168011	FBtr0310155	GLaz-RF	-	+0784	NA	NA	NA
Exon/CD	chr2r	013168248	013170037	FBtr0087731	Spt-I-RC	+	+0644	NA	NA	NA
Intron	chr2r	013170866	013173454	FBtr0087732	AGBE-RA	+	+0759	NA	NA	NA
Intron	chr2r	013196182	013196520	FBtr0302054	Kdm4B-RD	-	+1986	NA	NA	NA
5'UTR	chr2r	013197000	013198587	FBtr0302054	Kdm4B-RD	-	+0544	NA	NA	NA
Intron	chr2r	013198802	013200228	FBtr0087735	Aats-val-RA	+	+0575	NA	NA	NA
Exon/CD	chr2r	013204130	013205430	FBtr0087769	lat-RB	-	+0557	NA	NA	NA
Exon/CD	chr2r	013206739	013207682	FBtr0087737	FLASH-RB	+	+0465	NA	NA	NA
Intron	chr2r	013214045	013214300	FBtr0300286	AQP-RB	-	+0324	NA	NA	NA
Exon/CD	chr2r	013214390	013215554	FBtr0087738	CG4627-RA	+	+0266	NA	NA	NA
5'UTR	chr2r	013218674	013226179	FBtr0087762	Fsn-RA	-	+0033	NA	NA	NA
5'UTR	chr2r	013228134	013231866	FBtr0087761	Pex13-RA	-	+0234	NA	NA	NA
Exon/CD	chr2r	013232039	013235383	FBtr0087760	CG4670-RA	-	+1335	NA	NA	NA
Exon/CD	chr2r	013236033	013236401	FBtr0087743	CG4676-RA	+	+0237	NA	NA	NA
Exon/CD	chr2r	013238280	013239503	FBtr0087759	CG4679-RA	-	+0577	NA	NA	NA
Exon/CD	chr2r	013258076	013258300	FBtr0087748	CG10799-RA	+	+0302	NA	NA	NA
Upstream	chr2r	013333992	013334222	FBtr0304272	mir-184-RM	-	-4606	NA	NA	NA
Intron	chr2r	013424665	013424903	FBtr0306698	CG42321-RS	-	+4038	NA	NA	NA
Intron	chr2r	013427907	013430162	FBtr0299762	CG42321-RN	-	+0861	NA	NA	NA
Downstream	chr2r	013437938	013439121	FBtr0087665	tRNA	+	+0663	NA	NA	NA
3'UTR	chr2r	013439374	013439616	FBtr0100654	cnn-RD	-	+5879	NA	NA	NA
Intron	chr2r	013447348	013447593	FBtr0087704	cnn-RB	-	+1930	NA	NA	NA
Intron	chr2r	013447856	013448064	FBtr0087704	cnn-RB	-	+1440	NA	NA	NA
5'UTR	chr2r	013448467	013449690	FBtr0087704	cnn-RB	-	+0322	NA	NA	NA
Exon/CD	chr2r	013449814	013452032	FBtr0309886	cbs-RB	+	+0337	NA	NA	NA
Intron	chr2r	013470884	013471116	FBtr0087702	arr-RA	-	+12229	NA	NA	NA
Intron	chr2r	013473334	013473873	FBtr0087702	arr-RA	-	+9626	NA	NA	NA
Intron	chr2r	013474483	013474919	FBtr0087702	arr-RA	-	+8528	NA	NA	NA
Exon/CD	chr2r	013477286	013477571	FBtr0306064	CG43192-RA	+	+0086	NA	NA	NA
Exon/CD	chr2r	013484046	013486426	FBtr0087701	cbc-RA	-	+0155	NA	NA	NA
Intron	chr2r	013491531	013494861	FBtr0305993	bbc-RC	-	+1666	NA	NA	NA
Intron	chr2r	013498299	013499122	FBtr0087698	drk-RD	-	+3583	NA	NA	NA
5'UTR	chr2r	013499613	013505034	FBtr0301387	mars-RB	+	+0247	NA	NA	NA
Exon/CD	chr2r	013505620	013505923	FBtr0087668	mars-RA	+	+2842	NA	NA	NA
Exon/CD	chr2r	013506362	013509458	FBtr0087670	EfTuM-RA	+	+0353	NA	NA	NA
Exon/CD	chr2r	013509575	013510622	FBtr0301388	mip120-RB	+	+0480	NA	NA	NA
Exon/CD	chr2r	013538924	013539757	FBtr0300193	CG6145-RF	-	+0328	NA	NA	NA
Intron	chr2r	013540025	013540341	FBtr0087687	CG6145-RB	-	+0614	NA	NA	NA
Intron	chr2r	013542948	013543156	FBtr0087686	CG6145-RC	-	+2397	NA	NA	NA
Intron	chr2r	013543412	013543648	FBtr0087686	CG6145-RC	-	+1919	NA	NA	NA
Intron	chr2r	013543938	013545310	FBtr0087686	CG6145-RC	-	+0825	NA	NA	NA
Intron	chr2r	013545717	013547199	FBtr0087685	CG6145-RA	-	+0554	NA	NA	NA
Intron	chr2r	013550727	013552547	FBtr0087682	CG33156-RA	-	+0792	NA	NA	NA
Intron	chr2r	013554081	013555396	FBtr0087675	Roe1-RA	+	+0661	NA	NA	NA
Downstream	chr2r	013556847	013558201	FBtr0113500	snoRNA	-	+0162	NA	NA	NA
Exon/CD	chr2r	013572156	013572466	FBtr0346185	CG42807-RB	-	+0448	NA	NA	NA
Exon/CD	chr2r	013573440	013574209	FBtr0303818	CG42808-RA	-	+0433	NA	NA	NA
Intron	chr2r	013585298	013585630	FBtr0330617	CG6191-RB	-	+7875	NA	NA	NA
Intron	chr2r	013585863	013586574	FBtr0330617	CG6191-RB	-	+7121	NA	NA	NA
Intron	chr2r	013586801	013587768	FBtr0330617	CG6191-RB	-	+6055	NA	NA	NA
Intron	chr2r	013588912	013589149	FBtr0330617	CG6191-RB	-	+4309	NA	NA	NA
5'UTR	chr2r	013591074	013594755	FBtr0330617	CG6191-RB	-	+0425	NA	NA	NA
Exon/CD	chr2r	013806538	013806792	FBtr0304694	stj-RC	+	+0480	NA	NA	NA
Intron	chr2r	013821088	013824550	FBtr0087648	fl(2)d-RB	-	+1734	NA	NA	NA
Intron	chr2r	013824663	013825676	FBtr0087632	CG13339-RA	+	+0311	NA	NA	NA
5'UTR	chr2r	013826903	013827444	FBtr0087635	CG6329-RB	+	+0220	NA	NA	NA
Exon/CD	chr2r	013852983	013854436	FBtr0087643	CG6543-RA	-	+0622	NA	NA	NA
Exon/CD	chr2r	013854546	013856014	FBtr0087642	CG6553-RA	-	+0498	NA	NA	NA
Exon/CD	chr2r	013856861	013857218	FBtr0087641	tum-RA	-	+1650	NA	NA	NA
Exon/CD	chr2r	013857289	013858679	FBtr0087641	tum-RA	-	+0705	NA	NA	NA
Exon/CD	chr2r	013858891	013863400	FBtr0339954	CG16935-RB	-	+0785	NA	NA	NA
Intron	chr2r	013894911	013897660	FBtr0304851	shot-RAB	-	+1416	NA	NA	NA
Intron	chr2r	013918323	013918620	FBtr0301592	shot-RO	-	+7032	NA	NA	NA
Intron	chr2r	013920431	013920845	FBtr0301592	shot-RO	-	+4865	NA	NA	NA
5'UTR	chr2r	013921622	013922383	FBtr0301592	shot-RO	-	+3501	NA	NA	NA
Intron	chr2r	013922663	013925494	FBtr0301592	shot-RO	-	+1425	NA	NA	NA
Intron	chr2r	013939979	013942189	FBtr0304850	shot-RAA	-	+1026	NA	NA	NA
Exon/CD	chr2r	013951527	013951772	FBtr0305592	AGO1-RD	-	+6440	NA	NA	NA
Intron	chr2r	013952030	013958227	FBtr0100453	CG33155-RD	+	+0630	NA	NA	NA
Exon/CD	chr2r	013958289	013960491	FBtr0114495	Rpn13-RF	-	+0818	NA	NA	NA
Intron	chr2r	013960613	013963199	FBtr0087593	Cp1-RC	+	+0725	NA	NA	NA
5'UTR	chr2r	013963268	013966539	FBtr0304022	CG42806-RB	+	+0250	NA	NA	NA
Exon/CD	chr2r	013968272	013969457	FBtr0087594	Aats-phe-m-RA	+	+0556	NA	NA	NA
Exon/CD	chr2r	013977712	013980194	FBtr0303989	CG6701-RB	-	+0650	NA	NA	NA
Exon/CD	chr2r	013981776	013984667	FBtr0087606	Ctf4-RA	-	+0096	NA	NA	NA
5'UTR	chr2r	013989089	013990681	FBtr0330626	RN-tre-RE	-	+0515	NA	NA	NA
Intron	chr2r	013991104	013993475	FBtr0087596	mam-RA	+	+1086	NA	NA	NA
Intron	chr2r	013995405	013995647	FBtr0087596	mam-RA	+	+4323	NA	NA	NA
Intron	chr2r	014009364	014010289	FBtr0087597	mam-RB	+	+0627	NA	NA	NA
Intron	chr2r	014031731	014032984	FBtr0087598	mam-RC	+	+0694	NA	NA	NA
Intron	chr2r	014138460	014140914	FBtr0339764	Prosap-RD	-	+1215	NA	NA	NA
5'UTR	chr2r	014151274	014155209	FBtr0087518	pea-RA	+	+0088	NA	NA	NA
Exon/CD	chr2r	014155416	014155749	FBtr0087518	pea-RA	+	+2429	NA	NA	NA
Upstream	chr2r	014156154	014159207	FBtr0087519	CG13016-RA	+	-0082	NA	NA	NA
Exon/CD	chr2r	014159290	014162792	FBtr0339965	CG8257-RB	-	+0221	NA	NA	NA
5'UTR	chr2r	014163036	014166601	FBtr0087579	Tango7-RA	-	+0007	NA	NA	NA
Exon/CD	chr2r	014166913	014167375	FBtr0332918	CG18327-RB	+	+0096	NA	NA	NA
Exon/CD	chr2r	014167431	014168331	FBtr0332918	CG18327-RB	+	+0833	NA	NA	NA
Exon/CD	chr2r	014168648	014176677	FBtr0302452	CG8331-RC	+	+0873	NA	NA	NA
Downstream	chr2r	014183059	014183324	FBtr0112795	cg-RF	+	+9498	NA	NA	NA
Downstream	chr2r	014183376	014184028	FBtr0112795	cg-RF	+	+10009	NA	NA	NA
Exon/CD	chr2r	014184080	014187846	FBtr0087530	CG30069-RA	+	+0759	NA	NA	NA
Intron	chr2r	014207482	014207726	FBtr0087576	Sox15-RA	-	+4809	NA	NA	NA
Intron	chr2r	014208074	014208818	FBtr0087576	Sox15-RA	-	+3967	NA	NA	NA
Upstream	chr2r	014212015	014212832	FBtr0087576	Sox15-RA	-	-0010	NA	NA	NA
Upstream	chr2r	014212972	014213360	FBtr0087576	Sox15-RA	-	-0753	NA	NA	NA
Intron	chr2r	014215266	014216610	FBtr0087575	RpS23-RA	-	+0689	NA	NA	NA
Upstream	chr2r	014219071	014219323	FBtr0087532	CG8468-RC	+	-0701	NA	NA	NA
Intron	chr2r	014219454	014222761	FBtr0087534	CG8468-RB	+	+1209	NA	NA	NA
Intron	chr2r	014226208	014226825	FBtr0087534	CG8468-RB	+	+6618	NA	NA	NA
Exon/CD	chr2r	014231660	014231880	FBtr0339759	Opa1-RC	-	+3679	NA	NA	NA
Intron	chr2r	014232559	014232846	FBtr0339759	Opa1-RC	-	+2747	NA	NA	NA
Intron	chr2r	014232967	014233361	FBtr0339759	Opa1-RC	-	+2285	NA	NA	NA
Intron	chr2r	014234239	014235491	FBtr0339759	Opa1-RC	-	+0584	NA	NA	NA
Exon/CD	chr2r	014237356	014237619	FBtr0087571	CG8485-RB	-	+1933	NA	NA	NA
Upstream	chr2r	014237917	014241552	FBtr0087569	CG8485-RA	-	-0031	NA	NA	NA
Exon/CD	chr2r	014243939	014244460	FBtr0087536	CG8503-RA	+	+0421	NA	NA	NA
Upstream	chr2r	014254734	014257784	FBtr0087568	Hsc70-5-RA	-	-0067	NA	NA	NA
Exon/CD	chr2r	014257957	014258482	FBtr0087538	CG8531-RA	+	+1726	NA	NA	NA
Intron	chr2r	014259000	014260354	FBtr0087539	beta4GalNAcTA-RA	+	+0647	NA	NA	NA
Intron	chr2r	014263890	014264711	FBtr0301204	CG8547-RD	-	+3197	NA	NA	NA
Intron	chr2r	014265136	014265473	FBtr0301204	CG8547-RD	-	+2193	NA	NA	NA
Intron	chr2r	014265524	014268511	FBtr0301204	CG8547-RD	-	+0480	NA	NA	NA
3'UTR	chr2r	014268735	014269190	FBtr0087565	SelD-RA	-	+1696	NA	NA	NA
5'UTR	chr2r	014269343	014271786	FBtr0087565	SelD-RA	-	+0094	NA	NA	NA
Intron	chr2r	014288152	014290626	FBtr0308835	Ih-RK	+	+0195	NA	NA	NA
Intron	chr2r	014308111	014309959	FBtr0112614	Shroom-RD	+	+0893	NA	NA	NA
Intron	chr2r	014310141	014310606	FBtr0112614	Shroom-RD	+	+2231	NA	NA	NA
Intron	chr2r	014313339	014313652	FBtr0112614	Shroom-RD	+	+5353	NA	NA	NA
Intron	chr2r	014313893	014314158	FBtr0112614	Shroom-RD	+	+5883	NA	NA	NA
Intron	chr2r	014332376	014334033	FBtr0290253	Shroom-RG	+	+0820	NA	NA	NA
Intron	chr2r	014352150	014353613	FBtr0087546	CG8613-RA	+	+0650	NA	NA	NA
Exon/CD	chr2r	014355862	014357283	FBtr0087561	CG8617-RA	-	+0709	NA	NA	NA
Exon/CD	chr2r	014359789	014360288	FBtr0087560	Arc1-RA	-	+0259	NA	NA	NA
Exon/CD	chr2r	014361919	014362735	FBtr0087547	Arc2-RA	+	+0403	NA	NA	NA
Exon/CD	chr2r	014362992	014364244	FBtr0087550	Tfb1-RA	+	+0524	NA	NA	NA
Upstream	chr2r	014410470	014413136	FBtr0087487	Sin1-RA	+	-0022	NA	NA	NA
5'UTR	chr2r	014420422	014420693	FBtr0345529	CG17386-RB	+	+0233	NA	NA	NA
Intron	chr2r	014431096	014431668	FBtr0087516	phyl-RA	-	+0955	NA	NA	NA
Exon/CD	chr2r	014431848	014432113	FBtr0087516	phyl-RA	-	+0357	NA	NA	NA
Intron	chr2r	014456154	014456687	FBtr0302927	Oaz-RC	+	+20521	NA	NA	NA
Intron	chr2r	014457590	014458103	FBtr0302927	Oaz-RC	+	+21947	NA	NA	NA
5'UTR	chr2r	014458234	014458844	FBtr0302926	Oaz-RB	+	+0056	NA	NA	NA
Exon/CD	chr2r	014477418	014477880	FBtr0340522	CR44462-RA	+	+1258	NA	NA	NA
Intron	chr2r	014481215	014484902	FBtr0347396	PRAS40-RA	+	+1871	NA	NA	NA
Intron	chr2r	014485202	014485546	FBtr0347396	PRAS40-RA	+	+4187	NA	NA	NA
Intron	chr2r	014485796	014486216	FBtr0347396	PRAS40-RA	+	+4819	NA	NA	NA
Intron	chr2r	014486471	014486697	FBtr0347396	PRAS40-RA	+	+5397	NA	NA	NA
Intron	chr2r	014486869	014487105	FBtr0347396	PRAS40-RA	+	+5800	NA	NA	NA
Intron	chr2r	014487724	014487959	FBtr0347396	PRAS40-RA	+	+6654	NA	NA	NA
Intron	chr2r	014488729	014489209	FBtr0347396	PRAS40-RA	+	+7782	NA	NA	NA
Intron	chr2r	014489752	014490199	FBtr0347396	PRAS40-RA	+	+8788	NA	NA	NA
Intron	chr2r	014490258	014490612	FBtr0347396	PRAS40-RA	+	+9248	NA	NA	NA
Upstream	chr2r	014502096	014505585	FBtr0087493	Asx-RA	+	-0118	NA	NA	NA
Intron	chr2r	014514091	014514590	FBtr0087514	Cpr51A-RA	-	+0871	NA	NA	NA
Intron	chr2r	014514786	014515150	FBtr0087514	Cpr51A-RA	-	+0243	NA	NA	NA
5'UTR	chr2r	014526238	014527810	FBtr0087495	ttv-RA	+	+0448	NA	NA	NA
Intron	chr2r	014572402	014572866	FBtr0333165	ttv-RC	+	+8753	NA	NA	NA
Intron	chr2r	014573250	014576769	FBtr0333165	ttv-RC	+	+11128	NA	NA	NA
Exon/CD	chr2r	014599959	014602071	FBtr0087511	RpI1-RA	-	+0201	NA	NA	NA
5'UTR	chr2r	014602955	014605440	FBtr0089620	tra2-RF	-	+0140	NA	NA	NA
Exon/CD	chr2r	014605577	014606341	FBtr0087504	CG33469-RA	-	+0343	NA	NA	NA
Exon/CD	chr2r	014606526	014606755	FBtr0087503	CG33468-RA	-	+0340	NA	NA	NA
Exon/CD	chr2r	014616842	014618451	FBtr0087501	Su(var)2-HP2-RA	-	+0472	NA	NA	NA
Exon/CD	chr2r	014618788	014623587	FBtr0087500	CG12863-RA	-	+0133	NA	NA	NA
Downstream	chr2r	014638849	014639061	FBtr0345941	CG43236-RB	+	+0417	NA	NA	NA
Exon/CD	chr2r	014645276	014646134	FBtr0087433	CG10139-RA	+	+0435	NA	NA	NA
Exon/CD	chr2r	014750757	014752197	FBtr0306558	Rpn6-RC	-	+0794	NA	NA	NA
5'UTR	chr2r	014752539	014753253	FBtr0087474	Rpn6-RA	-	+0014	NA	NA	NA
Intron	chr2r	014755086	014756317	FBtr0289934	CG10151-RD	-	+0395	NA	NA	NA
Exon/CD	chr2r	014756426	014757901	FBtr0087470	Trs31-RA	-	+0683	NA	NA	NA
Intron	chr2r	014766972	014767508	FBtr0329880	Spred-RC	-	+2183	NA	NA	NA
Intron	chr2r	014767733	014769356	FBtr0329880	Spred-RC	-	+0879	NA	NA	NA
Exon/CD	chr2r	014769732	014770220	FBtr0347230	CR42254-RE	-	+0294	NA	NA	NA
